time,t_hts_1,t_hts_2,t_hts_3,t_hts_4,t_lts_1,t_lts_0,t_fpsc,t_vtsc,t_amb,v_ppsc,v_pssc,b_ac,i_g
2020-05-27 05:42:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,8.9,0,0,0,7.933330000000001
2020-05-27 05:42:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,8.9,0,0,0,7.975
2020-05-27 05:42:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,8.9,0,0,0,7.99167
2020-05-27 05:43:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,8.9,0,0,0,8.06667
2020-05-27 05:43:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,8.9,0,0,0,8.19167
2020-05-27 05:43:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,9.0,0,0,0,8.3
2020-05-27 05:43:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.7,10.8,8.9,0,0,0,8.29167
2020-05-27 05:43:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,10.9,8.9,0,0,0,8.35833
2020-05-27 05:43:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,10.9,8.9,0,0,0,8.46667
2020-05-27 05:43:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,10.9,9.0,0,0,0,8.45
2020-05-27 05:43:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,10.9,9.0,0,0,0,8.50833
2020-05-27 05:43:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,10.9,8.9,0,0,0,8.45833
2020-05-27 05:43:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,10.9,8.9,0,0,0,8.59167
2020-05-27 05:43:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.0,8.9,0,0,0,8.725
2020-05-27 05:43:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.0,8.9,0,0,0,8.85
2020-05-27 05:44:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.0,8.9,0,0,0,8.91667
2020-05-27 05:44:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.0,8.9,0,0,0,8.90833
2020-05-27 05:44:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.0,8.9,0,0,0,8.875
2020-05-27 05:44:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.1,8.9,0,0,0,8.99167
2020-05-27 05:44:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.1,8.9,0,0,0,9.05833
2020-05-27 05:44:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.1,8.8,0,0,0,9.13333
2020-05-27 05:44:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.1,8.8,0,0,0,9.225
2020-05-27 05:44:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.1,8.8,0,0,0,9.29167
2020-05-27 05:44:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.2,8.8,0,0,0,9.54167
2020-05-27 05:44:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.2,8.8,0,0,0,9.60833
2020-05-27 05:44:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.2,8.8,0,0,0,9.60833
2020-05-27 05:44:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,11.2,8.8,50,0,0,9.69167
2020-05-27 05:45:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,11.2,8.8,50,0,0,9.7
2020-05-27 05:45:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.3,8.8,50,0,0,9.925
2020-05-27 05:45:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.8,11.5,8.8,50,0,0,10.0583
2020-05-27 05:45:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,11.7,8.9,50,0,0,10.1833
2020-05-27 05:45:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,11.9,8.9,50,0,0,10.2083
2020-05-27 05:45:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.1,8.9,50,0,0,10.3583
2020-05-27 05:45:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.2,8.9,50,0,0,10.4667
2020-05-27 05:45:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.3,8.9,50,0,0,10.6583
2020-05-27 05:45:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.4,8.9,50,0,0,10.55
2020-05-27 05:45:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.5,9.0,50,0,0,10.6417
2020-05-27 05:45:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.6,9.0,50,0,0,10.75
2020-05-27 05:45:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.7,9.0,50,0,0,10.8167
2020-05-27 05:46:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.7,9.0,50,0,0,10.8833
2020-05-27 05:46:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,12.9,9.0,50,0,0,10.8
2020-05-27 05:46:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,9.0,0,0,0,10.8667
2020-05-27 05:46:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,10.9667
2020-05-27 05:46:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,10.9583
2020-05-27 05:46:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,10.9583
2020-05-27 05:46:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,11.0417
2020-05-27 05:46:36+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,10.9917
2020-05-27 05:46:41+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,11.1667
2020-05-27 05:46:46+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,11.1167
2020-05-27 05:46:51+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,11.2083
2020-05-27 05:46:56+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,11.2333
2020-05-27 05:47:01+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.9,0,0,0,11.3583
2020-05-27 05:47:06+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.8,0,0,0,11.475
2020-05-27 05:47:11+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.0,8.8,0,0,0,11.55
2020-05-27 05:47:16+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.1,8.8,0,0,0,11.625
2020-05-27 05:47:21+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.1,8.8,0,0,0,11.7583
2020-05-27 05:47:26+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.1,8.8,0,0,0,11.8333
2020-05-27 05:47:31+02:00,50.7,47.9,47.4,45.7,20.5,21.9,5.9,13.1,8.8,0,0,0,11.8417
